date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:10	55662/55662	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:34%20GMT	https://www.signatureglobal.in/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/index.html	(from )
12:57:10	182/182	---M--	200	added ('OK')	text/plain	etag:%22b6-5f45265a4fceb%22	https://www.signatureglobal.in/robots.txt		(from )
12:57:10	8387/8387	---M--	200	added ('OK')	image/png	etag:%2220c3-5f8a4bbc4d0f6%22	https://www.signatureglobal.in/images/SG-Making-Affordable-India.png	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/SG-Making-Affordable-India.png	(from https://www.signatureglobal.in/)
12:57:12	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2030%20Oct%202023%2019:57:11%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/pc/Desktop/Ashwani/SG/SG/www.googletagmanager.com/gtm.15445.delayed	(from https://www.signatureglobal.in/)
12:57:13	782/782	---M--	200	added ('OK')	image/png	etag:%2230e-5fb520d362ddb%22	https://www.signatureglobal.in/images/favicon1.png	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/favicon1.png	(from https://www.signatureglobal.in/)
12:57:13	203933/203933	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2030%20Oct%202023%2019:57:12%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/pc/Desktop/Ashwani/SG/SG/connect.facebook.net/en_US/fbevents.js	(from https://www.signatureglobal.in/)
12:57:13	155764/155764	---M--	200	added ('OK')	text/css	etag:%2226074-5e033a686dd72%22	https://www.signatureglobal.in/css/bootstrap.min.css	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/bootstrap.min.css	(from https://www.signatureglobal.in/)
12:57:15	25831/25831	---M--	200	added ('OK')	text/css	etag:%2264e7-605d9ee6c73e7%22	https://www.signatureglobal.in/css/responsive.css	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/responsive.css	(from https://www.signatureglobal.in/)
12:57:15	103205/103205	---M--	200	added ('OK')	text/css	etag:%2219325-608eeeed9d4ee%22	https://www.signatureglobal.in/css/style.css	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/style.css	(from https://www.signatureglobal.in/)
12:57:15	102225/102225	---M--	200	added ('OK')	text/css	etag:%2218f51-602e08f84f4e7%22	https://www.signatureglobal.in/css/fontawesome/css/all.min.css	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/css/all.min.css	(from https://www.signatureglobal.in/)
12:57:15	89501/89501	---M--	200	added ('OK')	application/javascript	etag:%2215d9d-5dff9774a17f0%22	https://www.signatureglobal.in/js/jquery.min.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/jquery.min.js	(from https://www.signatureglobal.in/)
12:57:16	57791/57791	---M--	200	added ('OK')	application/javascript	etag:%22e1bf-5dd391b279d18%22	https://www.signatureglobal.in/js/bootstrap.min.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/bootstrap.min.js	(from https://www.signatureglobal.in/)
12:57:16	402/402	---M--	200	added ('OK')	image/svg+xml	etag:%22192-5d88714a38a80%22	https://www.signatureglobal.in/images/icon/arrow-down-wh.svg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/icon/arrow-down-wh.svg	(from https://www.signatureglobal.in/)
12:57:16	196620/196620	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:41%20GMT	https://www.signatureglobal.in/investor.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/investor.html	(from https://www.signatureglobal.in/)
12:57:17	49562/49562	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:41%20GMT	https://www.signatureglobal.in/customer_support.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/customer_support.html	(from https://www.signatureglobal.in/)
12:57:17	76471/76471	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:42%20GMT	https://www.signatureglobal.in/signature-global-foundation.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/signature-global-foundation.html	(from https://www.signatureglobal.in/)
12:57:17	88843/88843	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:42%20GMT	https://www.signatureglobal.in/about-us.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/about-us.html	(from https://www.signatureglobal.in/)
12:57:18	103755/103755	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:42%20GMT	https://www.signatureglobal.in/career.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/career.html	(from https://www.signatureglobal.in/)
12:57:18	51927/51927	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:42%20GMT	https://www.signatureglobal.in/green-development.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/green-development.html	(from https://www.signatureglobal.in/)
12:57:18	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:43%20GMT	https://www.signatureglobal.in/residential?status=ongoing	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residentialcbf1	(from https://www.signatureglobal.in/)
12:57:18	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:43%20GMT	https://www.signatureglobal.in/residential?status=delivered	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential0733	(from https://www.signatureglobal.in/)
12:57:18	23354/23354	---M--	200	added ('OK')	image/jpeg	etag:%225b3a-5de3f2257bdf2%22	https://www.signatureglobal.in/images/Resdential-nvbg.jpg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/Resdential-nvbg.jpg	(from https://www.signatureglobal.in/)
12:57:19	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:43%20GMT	https://www.signatureglobal.in/commercial?status=ongoing	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercialcbf1	(from https://www.signatureglobal.in/)
12:57:21	86493/86493	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:45%20GMT	https://www.signatureglobal.in/residential/affordable/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/affordable/index.html	(from https://www.signatureglobal.in/)
12:57:21	78916/78916	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:45%20GMT	https://www.signatureglobal.in/residential/premium/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/premium/index.html	(from https://www.signatureglobal.in/)
12:57:21	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:45%20GMT	https://www.signatureglobal.in/commercial?status=delivered	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial0733	(from https://www.signatureglobal.in/)
12:57:23	91004/91004	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:45%20GMT	https://www.signatureglobal.in/residential/?status=ongoing	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/indexcbf1.html	(from https://www.signatureglobal.in/)
12:57:23	65773/65773	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:46%20GMT	https://www.signatureglobal.in/residential/?status=delivered	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/index0733.html	(from https://www.signatureglobal.in/)
12:57:23	48218/48218	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:48%20GMT	https://www.signatureglobal.in/residential/plots/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/plots/index.html	(from https://www.signatureglobal.in/)
12:57:23	110861/110861	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:48%20GMT	https://www.signatureglobal.in/residential/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/index.html	(from https://www.signatureglobal.in/)
12:57:24	102567/102567	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:48%20GMT	https://www.signatureglobal.in/commercial/society-shops/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/society-shops/index.html	(from https://www.signatureglobal.in/)
12:57:24	24221/24221	---M--	200	added ('OK')	image/jpeg	etag:%225e9d-5de3f1e69bae1%22	https://www.signatureglobal.in/images/Commercial-nvbg.jpg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/Commercial-nvbg.jpg	(from https://www.signatureglobal.in/)
12:57:24	49712/49712	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:48%20GMT	https://www.signatureglobal.in/commercial/malls/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/malls/index.html	(from https://www.signatureglobal.in/)
12:57:24	51421/51421	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:48%20GMT	https://www.signatureglobal.in/contact.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/contact.html	(from https://www.signatureglobal.in/)
12:57:24	56185/56185	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:49%20GMT	https://www.signatureglobal.in/privacy-policy.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/privacy-policy.html	(from https://www.signatureglobal.in/)
12:57:24	95027/95027	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:49%20GMT	https://www.signatureglobal.in/commercial/?status=ongoing	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/indexcbf1.html	(from https://www.signatureglobal.in/)
12:57:26	43663/43663	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:50%20GMT	https://www.signatureglobal.in/social-media-policy.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/social-media-policy.html	(from https://www.signatureglobal.in/)
12:57:26	62962/62962	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:50%20GMT	https://www.signatureglobal.in/commercial/?status=delivered	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/index0733.html	(from https://www.signatureglobal.in/)
12:57:27	55737/55737	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:50%20GMT	https://www.signatureglobal.in/commercial/sco-plots/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/sco-plots/index.html	(from https://www.signatureglobal.in/)
12:57:27	112128/112128	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:50%20GMT	https://www.signatureglobal.in/commercial/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/index.html	(from https://www.signatureglobal.in/)
12:57:27	56647/56647	---M--	200	added ('OK')	image/jpeg	etag:%22dd47-5da3c86433e40%22	https://www.signatureglobal.in/images/poster.jpg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/poster.jpg	(from https://www.signatureglobal.in/)
12:57:27	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2019:59:52%20GMT	https://www.signatureglobal.in/images/mainbannervideo.ogg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/mainbannervideo.ogg	(from https://www.signatureglobal.in/)
12:57:27	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2019:59:52%20GMT	https://www.signatureglobal.in/images/sg-mob-video.ogg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/sg-mob-video.ogg	(from https://www.signatureglobal.in/)
12:57:28	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:53%20GMT	https://www.signatureglobal.in/residential	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential	(from https://www.signatureglobal.in/)
12:57:30	417/417	---M--	200	added ('OK')	image/svg+xml	etag:%221a1-5d830a755c840%22	https://www.signatureglobal.in/images/icon/Plus.svg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/icon/Plus.svg	(from https://www.signatureglobal.in/)
12:57:30	66032/66032	---M--	200	added ('OK')	image/webp	etag:%22101f0-5f220a723d6b6%22	https://www.signatureglobal.in/images/main-banner-one.webp	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/main-banner-one.webp	(from https://www.signatureglobal.in/)
12:57:30	250/250	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:55%20GMT	https://www.signatureglobal.in/commercial	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial	(from https://www.signatureglobal.in/)
12:57:31	51242/51242	---M--	200	added ('OK')	image/webp	etag:%22c82a-5f220a05358dc%22	https://www.signatureglobal.in/images/main-banner-two.webp	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/main-banner-two.webp	(from https://www.signatureglobal.in/)
12:57:32	44621/44621	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:56%20GMT	https://www.signatureglobal.in/news-sg.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/news-sg.html	(from https://www.signatureglobal.in/)
12:57:32	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:56%20GMT	https://www.signatureglobal.in/residential/plots/karnal	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/plots/karnal	(from https://www.signatureglobal.in/)
12:57:32	102559/102559	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:57%20GMT	https://www.signatureglobal.in/commercial/society-shops/gurugram/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/society-shops/gurugram/index.html	(from https://www.signatureglobal.in/)
12:57:32	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2019:59:57%20GMT	https://www.signatureglobal.in/commercial/malls/ghaziabad	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/malls/ghaziabad	(from https://www.signatureglobal.in/)
12:57:32	51855/51855	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:57%20GMT	https://www.signatureglobal.in/public-notice.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/public-notice.html	(from https://www.signatureglobal.in/)
12:57:33	48218/48218	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:58%20GMT	https://www.signatureglobal.in/residential/plots/karnal/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/residential/plots/karnal/index.html	(from https://www.signatureglobal.in/)
12:57:34	42028/42028	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:58%20GMT	https://www.signatureglobal.in/gallery.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/gallery.html	(from https://www.signatureglobal.in/)
12:57:35	42160/42160	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:59%20GMT	https://www.signatureglobal.in/video-gallery.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/video-gallery.html	(from https://www.signatureglobal.in/)
12:57:35	933736/933736	---M--	200	added ('OK')	video/mp4	etag:%22e3f68-5da52782de380%22	https://www.signatureglobal.in/images/sg-mob-video.mp4	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/sg-mob-video.mp4	(from https://www.signatureglobal.in/)
12:57:36	1523503/1523503	---M--	200	added ('OK')	video/mp4	etag:%22173f2f-5d9b43d56e980%22	https://www.signatureglobal.in/images/mainbannervideo.mp4	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/mainbannervideo.mp4	(from https://www.signatureglobal.in/)
12:57:36	47760/47760	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2019:59:58%20GMT	https://www.signatureglobal.in/commercial/malls/ghaziabad/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/commercial/malls/ghaziabad/index.html	(from https://www.signatureglobal.in/)
12:57:36	48109/48109	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:00%20GMT	https://www.signatureglobal.in/media.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/media.html	(from https://www.signatureglobal.in/)
12:57:36	44562/44562	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:01%20GMT	https://www.signatureglobal.in/media-coverage.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/media-coverage.html	(from https://www.signatureglobal.in/)
12:57:36	244/244	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2020:00:01%20GMT	https://www.signatureglobal.in/blog	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/blog	(from https://www.signatureglobal.in/)
12:57:37	55884/55884	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:01%20GMT	https://www.signatureglobal.in/home-loans.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/home-loans.html	(from https://www.signatureglobal.in/)
12:57:37	101074/101074	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:01%20GMT	https://www.signatureglobal.in/blog/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/blog/index.html	(from https://www.signatureglobal.in/)
12:57:38	66614/66614	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:03%20GMT	https://www.signatureglobal.in/pay-online.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/pay-online.html	(from https://www.signatureglobal.in/)
12:57:39	114930/114930	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:04%20GMT	https://www.signatureglobal.in/award.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/award.html	(from https://www.signatureglobal.in/)
12:57:39	43266/43266	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:04%20GMT	https://www.signatureglobal.in/terms-of-appointment.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/terms-of-appointment.html	(from https://www.signatureglobal.in/)
12:57:40	42889/42889	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:04%20GMT	https://www.signatureglobal.in/advertising-policy-for-channel-partners.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/advertising-policy-for-channel-partners.html	(from https://www.signatureglobal.in/)
12:57:40	294/294	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2020:00:04%20GMT	https://www.signatureglobal.in/generic-faqs-for-haryana-affordable-housing-policy.php	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/generic-faqs-for-haryana-affordable-housing-policy.php	(from https://www.signatureglobal.in/)
12:57:40	86947/86947	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2020:00:05%20GMT	https://www.signatureglobal.in/generic-faqs-for-haryana-affordable-housing-policy.php/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/generic-faqs-for-haryana-affordable-housing-policy.php/index.html	(from https://www.signatureglobal.in/)
12:57:40	8109/8109	---M--	200	added ('OK')	application/javascript	etag:%221fad-5c25f6020d780%22	https://www.signatureglobal.in/js/wow.min.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/wow.min.js	(from https://www.signatureglobal.in/)
12:57:40	71750/71750	---M--	200	added ('OK')	text/css	etag:%2211846-5cbf2053d9780%22	https://www.signatureglobal.in/css/animate.min.css	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/animate.min.css	(from https://www.signatureglobal.in/)
12:57:41	41317/41317	---M--	200	added ('OK')	application/javascript	etag:%22a165-5d847d37cc380%22	https://www.signatureglobal.in/js/slick.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/slick.js	(from https://www.signatureglobal.in/)
12:57:42	68265/68265	---M--	200	added ('OK')	application/javascript	etag:%2210aa9-5d8582c639a40%22	https://www.signatureglobal.in/js/jquery.fancybox.min.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/jquery.fancybox.min.js	(from https://www.signatureglobal.in/)
12:57:43	10187/10187	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242d94c325a0b012e41f9c3907853625a%22	https://static.zdassets.com/ekr/snippet.js?key=666fc206-fb4c-44a7-9731-6569a7cde84d	C:/Users/pc/Desktop/Ashwani/SG/SG/static.zdassets.com/ekr/snippetb74e.js	(from https://www.signatureglobal.in/)
12:57:43	23073/23073	---M--	200	added ('OK')	application/javascript	etag:%225a21-5da3bfe8afb00%22	https://www.signatureglobal.in/js/jquery.validate.min.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/jquery.validate.min.js	(from https://www.signatureglobal.in/)
12:57:43	16144/16144	---M--	200	added ('OK')	application/javascript	etag:%223f10-5da3c0054be80%22	https://www.signatureglobal.in/js/additional-methods.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/additional-methods.js	(from https://www.signatureglobal.in/)
12:57:43	18823/18823	---M--	200	added ('OK')	application/javascript	etag:%224987-608ebd23c3c16%22	https://www.signatureglobal.in/js/custom.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/js/custom.js	(from https://www.signatureglobal.in/)
12:57:44	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2020:00:08%20GMT	https://www.signatureglobal.in/a	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/a	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:44	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2020:00:09%20GMT	https://www.signatureglobal.in/POST	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/POST	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:45	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2020:00:10%20GMT	https://www.signatureglobal.in/b.resolvedLink	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:46	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2020:00:11%20GMT	https://www.signatureglobal.in/schema.org/	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:47	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2020:00:11%20GMT	https://www.signatureglobal.in/a	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/a	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:47	211/211	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Oct%202023%2020:00:12%20GMT	https://www.signatureglobal.in/signals/iwl.js	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:49	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%221acf0-602e08da138f6%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-brands-400.woff2	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:49	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%225fa8-602e08d6fb146%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-regular-400.woff2	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-regular-400.woff2	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:49	63348/63348	---M--	200	added ('OK')	font/ttf	etag:%22f774-602e08daa1a66%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-regular-400.ttf	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-regular-400.ttf	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:49	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%2224a04-602e08d7a1956%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-solid-900.woff2	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-solid-900.woff2	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:52	189684/189684	---M--	200	added ('OK')	font/ttf	etag:%222e4f4-602e08d97f9c6%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-brands-400.ttf	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:52	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%2211d8-602e08d8e511e%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-v4compatibility.woff2	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-v4compatibility.woff2	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:52	394668/394668	---M--	200	added ('OK')	font/ttf	etag:%22605ac-602e08d7162de%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-solid-900.ttf	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-solid-900.ttf	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:53	10172/10172	---M--	200	added ('OK')	font/ttf	etag:%2227bc-602e08d856fae%22	https://www.signatureglobal.in/css/fontawesome/webfonts/fa-v4compatibility.ttf	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fontawesome/webfonts/fa-v4compatibility.ttf	(from https://www.signatureglobal.in/css/fontawesome/css/all.min.css)
12:57:53	2428/2428	---M--	200	added ('OK')	text/css	etag:%2297c-5eae405fef27a%22	https://www.signatureglobal.in/css/fonts.css	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/css/fonts.css	(from https://www.signatureglobal.in/css/style.css)
12:57:53	94996/94996	---M--	200	added ('OK')	image/jpeg	etag:%2217314-5d94b400e3200%22	https://www.signatureglobal.in/images/about-leaf-bg.jpg	C:/Users/pc/Desktop/Ashwani/SG/SG/www.signatureglobal.in/images/about-leaf-bg.jpg	(from https://www.signatureglobal.in/css/style.css)
